,client_id,item_name,score
165,147289,ПШТ-354-1,1.0
166,147289,ПШТ-354-2,1.0
167,147289,ПШТ-355-1,1.0
168,147289,ПШТ-355-2,1.0
169,147289,ПШТ-358-2,1.0
170,147289,ПШТ-358-3,1.0
171,147289,ПШТ-359-1,1.0
172,147289,ПШТ-362-1,1.0
173,147289,ПШТ-364-1,1.0
174,147289,ПШТ-364-2,1.0
175,147289,ПШТ-366-1,1.0
176,147289,ПШТ-366-2,1.0
177,147289,ПШТ-367-1,1.0
178,147289,ПШТ-367-2,1.0
179,147289,ПШТ-367-3,1.0
180,147289,РБ-20-1,1.0
181,147289,РБ-74-1,1.0
182,147289,РБ-74-3,1.0
183,147289,РБ-74-4,1.0
184,147289,ХЛО-1-23,1.0
185,147289,ХЛП-65-1,1.0
186,147289,ХЛП-72-2,1.0
187,147289,ХЛП-72-3,1.0
188,147289,ХЛП-74-1,1.0
189,147289,ХЛП-74-2,1.0
190,147289,ХЛП-74-3,1.0
191,147289,ШП-361-1,1.0
192,147289,ШП-361-2,1.0
193,147289,ШП-361-3,1.0
194,147289,СРЖ-3-1,3.0
195,147289,ТТДИ-3-1,10.0
196,147289,ТТН-2-1,1.0
197,147289,БД-193-1,2.0
198,147289,БД-223-1,2.0
199,147289,Г200-74-1,3.0
200,147289,Г200-76-1,2.0
201,147289,Г200-77-1,1.0
202,147289,ПП-265-1,2.0
203,147289,СОД-1-1,4.0
204,147289,СП-271-2,4.0
205,147289,СП-275-1,4.0
206,147289,СП-277-1,4.0
207,147289,СС-20-2,4.0
208,147289,СС-42-1,4.0
209,147289,ФД90-81-2,3.0
210,147289,ХБ-372-1,2.0
211,147289,ХБ-513-1,2.0
212,147289,ХВ-284-1,2.0
213,147289,ХВ-284-2,2.0
214,173101,ГШ-19-1,10.0
215,183027,РМ-12-1,10.0
216,183246,ГМ-16-1,1.0
217,183246,ГМ-41-1,1.0
218,183246,ГМ-54-1,1.0
219,183246,ГШ-16-1,1.0
220,183246,РМ-8-1,1.0
221,183246,ЖКА-6-11,1.0
222,183246,ЖКА-6-16,1.0
223,183246,ЖКА-6-17,1.0
224,183246,ЖКА-6-19,1.0
225,183246,ЖКА-6-2,1.0
226,183246,ЖКА-6-20,1.0
227,183246,ЖКА-6-22,1.0
228,183246,ЖКА-6-4,1.0
229,183246,ЖКА-6-6,1.0
230,183246,ЖКА-6-8,1.0
231,183246,ЖКК-30-1,1.0
232,183246,ЖКК-30-11,1.0
233,183246,КО-49-10,1.0
234,183246,КО-49-14,1.0
235,183246,КО-49-15,1.0
236,183246,КО-49-16,2.0
237,183246,КО-49-17,1.0
238,183246,КО-49-19,1.0
239,183246,КО-49-20,1.0
240,183246,КО-49-22,1.0
241,183246,КО-49-30,1.0
242,183246,КО-49-31,1.0
243,183246,КО-49-33,1.0
244,183246,КО-49-34,1.0
245,183246,КО-49-35,1.0
246,183246,КО-49-9,1.0
247,183246,ЛН-40-25,1.0
248,183246,ЛН-40-28,1.0
249,183246,ЛН-40-31,1.0
250,183246,ЛН-40-5,1.0
251,183246,ОШТ-2-9,1.0
252,183246,ОШТ-3-13,1.0
253,183246,ОШТ-3-17,1.0
254,183246,ОШТ-3-18,1.0
255,183246,ОШТ-3-6,1.0
256,183246,ОШТ-3-9,1.0
257,183246,ПШО-7-22,1.0
258,183246,ПШО-7-3,1.0
259,183246,ПШО-7-37,1.0
260,183246,ПШО-7-4,1.0
261,183246,ПШО-7-46,1.0
262,183246,ПШТ-336-1,1.0
263,183246,ПШТ-354-2,1.0
264,183246,ГР-59-1,1.0
265,183246,ГР-64-1,1.0
266,183246,ГР-66-1,1.0
267,183246,ТТМА-5-1,10.0
268,183246,ПВО-2-1,3.0
269,183246,ПЛО-1-2,2.0
270,183246,ПЛО-1-4,2.0
271,183246,СП-271-3,3.0
272,183246,ФД75-3-1,2.0
273,183246,ФД90-111-1,2.0
274,183246,ФД90-119-1,2.0
275,185818,РМ-8-1,10.0
276,191285,ГМ-31-1,10.0
277,191285,ГМ-47-1,10.0
278,192480,ГМ-48-1,3.0
279,192480,ПВО-2-1,10.0
280,192480,ПРК-102-1,10.0
281,192480,ПРК-326-1,10.0
282,192480,ПРК-336-1,10.0
283,192480,ПРКТ-10-1,10.0
284,192480,ПРКТ-2-1,10.0
285,11219,КО-22-11,10.0
286,11219,КО-22-17,10.0
287,11219,КО-55-67,10.0
288,11219,КРП-76-1,5.0
289,11219,ППП-4-3,5.0
290,11219,ТВ-67-1,5.0
291,11219,ТДЖ-16-8,5.0
292,11219,ТДП-113-1,5.0
293,11219,ТДП-292-1,5.0
294,13029,КО-49-31,10.0
295,13042,ККЛ-71-2,1.0
296,13042,КПГС-36-5,1.0
297,13042,КПКП-37-11,1.0
298,13042,ЛН-40-27,2.0
299,13042,ПД-17-7,2.0
300,13042,ПД-2-7,2.0
301,13042,ППП-2-9,1.0
302,13042,ТБФ-3-19,1.0
303,13042,ШО-37-55,2.0
304,13042,ШО-39-32,1.0
305,13042,ВПТ-10-1,8.0
306,13042,ПЛБ-2-1,8.0
307,13042,ПЛП-84-1,10.0
308,13043,ДЖО-10-13,10.0
309,13043,ПШТ-338-1,10.0
310,13044,КПГС-25-5,5.0
311,13044,ЛН-40-9,5.0
312,13044,ПШТ-264-2,10.0
313,13044,ПШТ-328-2,7.0
314,13044,ПШТ-353-2,10.0
315,13044,ТСС-5-4,3.0
316,13049,ВПП-182-1,4.0
317,13049,ВПП-184-2,4.0
318,13049,ДЖО-16-1,5.0
319,13049,ДЖП-106-1,5.0
320,13049,ДЖП-109-1,5.0
321,13049,ДЖП-111-1,5.0
322,13049,ЛН-44-2,4.0
323,13049,ЛН-53-1,4.0
324,13049,ПШТ-305-1,4.0
325,13049,ПШТ-353-1,4.0
326,13049,ПШТ-366-1,5.0
327,13049,РБ-37-5,4.0
328,13049,ТДО-5-11,10.0
329,13049,ТДО-5-6,10.0
330,13049,ТДО-5-7,10.0
331,13049,ХЛП-65-1,4.0
332,13049,ХЛП-68-1,4.0
333,13049,ХЛП-70-1,4.0
334,13049,ХЛП-79-1,4.0
335,13049,ХЛП-82-1,4.0
336,13049,ШП-340-1,4.0
337,13049,ШП-366-2,4.0
338,13103,АО-8-30,2.0
339,13103,ДЖО-14-12,1.0
340,13103,ДЖО-16-1,2.0
341,13103,ЗАМ-23-16,2.0
342,13103,КРО-107-27,2.0
343,13103,КРП-15-6,1.0
344,13103,ЛН-40-36,2.0
345,13103,ОШТ-5-8,2.0
346,13103,ПД-11-19,2.0
347,13103,ПТ-7-11,2.0
348,13103,ПТ-7-3,1.0
349,13103,ПТ-7-7,2.0
350,13103,ПШО-7-5,2.0
351,13103,ПШО-7-50,2.0
352,13103,ПШО-7-52,2.0
353,13103,ПШТ-355-1,2.0
354,13103,ПШТ-362-1,2.0
355,13103,ПШТ-367-3,2.0
356,13103,ТДЖ-35-1,1.0
357,13103,ФТН-14-12,10.0
358,13103,ШО-37-64,2.0
359,13103,ШО-37-65,2.0
360,13103,ШП-361-2,2.0
361,13157,ВПП-195-1,1.0
362,13157,ЗАМ-23-9,1.0
363,13157,КЛ-179-6,1.0
364,13157,КРП-83-1,1.0
365,13157,ЛН-44-1,1.0
366,13157,ЛН-48-1,1.0
367,13157,ПШО-7-54,1.0
368,13157,РБ-74-1,1.0
369,13157,ТСС-5-3,1.0
370,13157,ХЛО-1-24,1.0
371,13157,ШО-9-2,1.0
372,13157,ШО-9-6,1.0
373,13157,ТТО-21-7,10.0
374,13173,Б-11-17,7.0
375,13173,ПШО-7-13,4.0
376,13173,РБ-36-3,3.0
377,13173,РБ-74-4,10.0
378,13173,ТДО-35-8,4.0
379,13363,АО-8-16,2.0
380,13363,ВПП-179-1,2.0
381,13363,ВПП-49-2,1.0
382,13363,КПЧ-1-20,10.0
383,13363,ПШТ-332-1,2.0
384,13363,ТВ-45-1,1.0
385,13363,ТО-10-2,2.0
386,13623,ЖКА-6-6,1.0
387,13623,ЖКК-30-14,1.0
388,13623,ЛН-40-17,2.0
389,13623,ЛН-40-32,1.0
390,13623,ППП-63-1,1.0
391,13623,ППП-81-2,4.0
392,13623,ПШТ-362-1,1.0
393,13623,РБ-36-3,1.0
394,13623,ГР-69-1,9.0
395,13623,ДН-5-1,10.0
396,13790,ПБ-1-2,10.0
397,13790,ПБ-1-21,10.0
398,13790,ТВП-8-1,8.0
399,13790,ТСС-13-5,10.0
400,14341,КД-2-1,3.0
401,14341,КД-8-1,3.0
402,14341,КПГН-28-1,6.0
403,14341,ПБ-1-21,7.0
404,14341,РБ-60-1,3.0
405,14341,ФТН-5-10,5.0
406,14341,ФТН-9-2,10.0
407,14341,ШО-37-11,6.0
408,14341,ШО-37-17,6.0
409,14341,ШО-37-24,6.0
410,14341,ШО-37-36,6.0
411,14341,ШО-37-4,6.0
412,14341,ШО-37-65,6.0
413,14341,ШО-37-67,6.0
414,14341,ШО-39-16,2.0
415,14341,ШО-39-18,6.0
416,14341,ШО-9-3,2.0
417,14346,АО-1-1,3.0
418,14346,АО-12-1,2.0
419,14346,АО-12-12,3.0
420,14346,АО-12-17,3.0
421,14346,АО-9-11,2.0
422,14346,АП-95-1,3.0
423,14346,АП-95-2,4.0
424,14346,АП-95-3,3.0
425,14346,АП-95-4,3.0
426,14346,Б-5-1,3.0
427,14346,ВВ-6-10,3.0
428,14346,ВВ-6-7,3.0
429,14346,ВВ-6-9,3.0
430,14346,ВПП-201-2,3.0
431,14346,ДЖО-10-13,2.0
432,14346,ДЖО-10-16,2.0
433,14346,ДЖО-10-26,2.0
434,14346,ДЖО-10-5,2.0
435,14346,ДЖО-14-3,3.0
436,14346,ДЖО-14-8,3.0
437,14346,ДЖО-16-1,3.0
438,14346,ДЖО-17-1,3.0
439,14346,ДЖО-4-4,3.0
440,14346,ДЖО-4-5,3.0
441,14346,ДЖО-4-6,2.0
442,14346,ЗАМ-23-1,2.0
443,14346,ЗАМ-23-10,2.0
444,14346,ЗАМ-23-16,2.0
445,14346,ЗАМ-23-18,2.0
446,14346,ЗАМ-23-7,2.0
447,14346,ИКЖ-27-8,2.0
448,14346,КД-1-1,8.0
449,14346,КД-10-1,8.0
450,14346,КД-4-1,8.0
451,14346,КД-5-1,8.0
452,14346,КД-8-1,8.0
453,14346,КД-9-1,8.0
454,14346,КО-22-1,3.0
455,14346,КО-22-16,3.0
456,14346,КО-22-30,3.0
457,14346,КО-22-33,3.0
458,14346,КО-22-43,3.0
459,14346,КО-22-44,3.0
460,14346,КО-22-46,3.0
461,14346,КО-55-2,3.0
462,14346,КО-55-42,3.0
463,14346,КО-55-44,3.0
464,14346,КО-55-47,3.0
465,14346,КО-55-62,3.0
466,14346,КО-55-65,3.0
467,14346,КО-55-68,3.0
468,14346,КО-92-1,6.0
469,14346,КПЧ-1-20,3.0
470,14346,КПЧ-1-36,3.0
471,14346,КПЧ-1-38,3.0
472,14346,КПЧ-1-5,3.0
473,14346,КПЧ-1-6,3.0
474,14346,ЛН-40-2,3.0
475,14346,ЛН-40-3,3.0
476,14346,ЛН-40-32,3.0
477,14346,ЛН-40-35,3.0
478,14346,ЛН-40-36,3.0
479,14346,МР-15-1,3.0
480,14346,МР-15-3,3.0
481,14346,МР-15-4,3.0
482,14346,МР-15-5,3.0
483,14346,ОШТ-5-14,3.0
484,14346,ОШТ-5-2,3.0
485,14346,ОШТ-5-21,3.0
486,14346,ОШТ-5-5,3.0
487,14346,ОШТ-5-7,3.0
488,14346,ОШТ-5-9,3.0
489,14346,ПБ-1-1,3.0
490,14346,ПБ-1-10,3.0
491,14346,ПБ-1-12,3.0
492,14346,ПБ-1-13,3.0
493,14346,ПБ-1-14,3.0
494,14346,ПБ-1-2,2.0
495,14346,ПБ-1-21,6.0
496,14346,ПБ-1-4,3.0
497,14346,ПД-35-1,3.0
498,14346,ПД-35-4,3.0
499,14346,ПД-35-5,3.0
500,14346,ПД-55-1,3.0
501,14346,ПД-55-3,3.0
502,14346,ПД-58-2,2.0
503,14346,ПД-58-3,2.0
504,14346,ПД-58-4,2.0
505,14346,ППП-63-1,2.0
506,14346,ПШО-7-36,3.0
507,14346,ПШО-7-46,3.0
508,14346,ПШО-7-50,3.0
509,14346,ПШО-7-53,3.0
510,14346,ПШО-7-6,3.0
511,14346,ПШО-7-62,3.0
512,14346,ПШО-7-8,3.0
513,14346,ПШТ-361-1,2.0
514,14346,ПШТ-363-1,2.0
515,14346,ПШТ-365-1,2.0
516,14346,ПШТ-369-1,2.0
517,14346,ПШТ-369-2,2.0
518,14346,ПШТ-370-1,2.0
519,14346,РБ-76-1,2.0
520,14346,ТО-10-2,2.0
521,14346,ФТН-4-14,7.0
522,14346,ХЛО-1-24,3.0
523,14346,ХЛО-1-28,3.0
524,14346,ШО-37-11,5.0
525,14346,КВС-39-1,3.0
526,14346,КВС-45-1,3.0
527,14346,ТТД-3-1,7.0
528,14346,БГТ-24-1,7.0
529,14346,БД-240-1,4.0
530,14346,БД-262-1,4.0
531,14346,БД-263-1,3.0
532,14346,БД-264-1,4.0
533,14346,БД-264-2,4.0
534,14346,БХ-132-1,4.0
535,14346,ПД150-59-1,4.0
536,14346,ПД150-62-1,4.0
537,14346,ПЛО-1-12,4.0
538,14346,ПЛО-1-5,4.0
539,14346,ПЛО-1-6,4.0
540,14346,СОД-4-8,10.0
541,14346,СР-101-1,4.0
542,14346,СР-106-1,4.0
543,14346,СР-92-1,3.0
544,14346,СР-94-1,4.0
545,14346,СР-98-1,4.0
546,14348,ВПП-183-1,10.0
547,14348,ВПП-193-1,10.0
548,14348,ДЖП-77-6,4.0
549,14348,ККЛ-72-1,4.0
550,14348,ККЛ-73-1,4.0
551,14348,КО-22-16,4.0
552,14348,КО-22-37,4.0
553,14348,КО-22-60,4.0
554,14348,КО-40-1,4.0
555,14348,КО-40-28,4.0
556,14348,КО-40-8,4.0
557,14348,КО-92-2,4.0
558,14348,КО-92-3,4.0
559,14348,ЛН-40-32,4.0
560,14348,ПД-2-12,4.0
561,14348,ПД-2-7,4.0
562,14353,АКС-1-27,6.0
563,14353,АКС-1-41,6.0
564,14353,АКС-1-42,6.0
565,14353,АКС-1-66,6.0
566,14353,АКС-1-67,6.0
567,14353,АО-8-11,6.0
568,14353,АО-8-14,5.0
569,14353,АО-8-16,6.0
570,14353,АО-8-17,6.0
571,14353,АО-8-18,6.0
572,14353,АО-8-20,6.0
573,14353,АО-8-22,10.0
574,14353,АО-8-24,6.0
575,14353,АО-8-27,6.0
576,14353,АО-8-29,6.0
577,14353,АО-8-30,6.0
578,14353,АО-8-36,6.0
579,14353,АО-8-40,6.0
580,14353,АО-8-54,6.0
581,14353,АО-8-59,6.0
582,14353,АО-8-63,6.0
583,14353,АО-8-70,6.0
584,14353,АО-8-71,6.0
585,14353,АО-8-73,6.0
586,14353,АО-8-9,5.0
587,14353,КО-49-1,7.0
588,14353,КО-49-10,7.0
589,14353,КО-49-11,7.0
590,14353,КО-49-16,7.0
591,14353,КО-49-17,7.0
592,14353,КО-49-21,7.0
593,14353,КО-49-31,7.0
594,14353,КО-49-33,7.0
595,14353,КО-49-5,7.0
596,14353,КО-49-9,7.0
597,14353,КО-92-4,6.0
598,14353,ШО-37-11,6.0
599,14353,ШО-37-37,4.0
600,14353,ШО-37-49,6.0
601,14353,ШО-37-54,4.0
602,14353,ШО-37-63,4.0
603,14353,ШП-359-3,2.0
604,14353,ШП-361-2,3.0
605,14368,ПШО-7-6,10.0
606,14368,ТО-2-15,9.0
607,14368,ШО-39-18,10.0
608,14368,ШО-39-19,10.0
609,14368,ШО-39-49,10.0
610,14392,РБ-49-2,10.0
611,14422,ПД-21-7,10.0
612,14424,АО-8-17,1.0
613,14424,Б-5-1,2.0
614,14424,ДЖП-106-1,1.0
615,14424,ЖКК-20-1,1.0
616,14424,ЖКК-20-35,1.0
617,14424,ЖКК-20-5,1.0
618,14424,ЖКК-28-1,2.0
619,14424,ЖКК-30-14,1.0
620,14424,ЖКК-30-15,1.0
621,14424,ЖКК-30-16,1.0
622,14424,ЖКК-30-2,1.0
623,14424,ЖКК-32-2,1.0
624,14424,КД-4-1,2.0
625,14424,КД-6-1,4.0
626,14424,КД-7-1,4.0
627,14424,КД-8-1,2.0
628,14424,КО-49-1,2.0
629,14424,КПГН-65-1,1.0
630,14424,КПГН-67-2,1.0
631,14424,КПГН-67-4,1.0
632,14424,КПГН-67-6,1.0
633,14424,КПГС-21-3,1.0
634,14424,КПГС-21-4,1.0
635,14424,КПГС-21-6,1.0
636,14424,КПГС-21-7,1.0
637,14424,КПКП-13-12,1.0
638,14424,КПКП-13-7,1.0
639,14424,КПКП-13-9,1.0
640,14424,КПЧ-1-20,1.0
641,14424,КПЧ-1-32,1.0
642,14424,КПЧ-1-42,1.0
643,14424,КПЧ-1-7,1.0
644,14424,КПЧ-1-9,1.0
645,14424,КРО-107-10,1.0
646,14424,КРО-107-12,1.0
647,14424,КРО-107-2,1.0
648,14424,КРО-107-33,1.0
649,14424,КРО-107-39,1.0
650,14424,КРО-107-46,1.0
651,14424,КРО-107-5,2.0
652,14424,ПБ-1-10,1.0
653,14424,ПБ-1-11,1.0
654,14424,ПБ-1-12,1.0
655,14424,ПБ-1-14,1.0
656,14424,ПБ-1-22,1.0
657,14424,ПБ-1-4,1.0
658,14424,ПШО-7-3,1.0
659,14424,ПШО-7-36,1.0
660,14424,ПШО-7-49,1.0
661,14424,ПШО-7-53,1.0
662,14424,ПШО-7-54,1.0
663,14424,ПШО-7-6,1.0
664,14424,ПШО-7-7,2.0
665,14424,ПШТ-355-1,1.0
666,14424,ПШТ-355-2,1.0
667,14424,ПШТ-356-2,1.0
668,14424,ПШТ-359-1,1.0
669,14424,ПШТ-360-1,1.0
670,14424,ПШТ-369-1,1.0
671,14424,РБ-52-1,1.0
672,14424,ТДО-29-1,1.0
673,14424,ТДО-29-3,1.0
674,14424,ШО-37-11,1.0
675,14424,ШО-37-21,1.0
676,14424,ШО-37-23,1.0
677,14424,ШО-37-33,1.0
678,14424,ШО-37-35,1.0
679,14424,ШО-37-37,2.0
680,14424,ШО-37-4,1.0
681,14424,ШО-37-64,1.0
682,14424,ШО-37-9,1.0
683,14424,ШО-39-13,2.0
684,14424,ШО-39-22,1.0
685,14424,ШО-39-26,1.0
686,14424,ШО-39-32,2.0
687,14424,ШО-39-7,2.0
688,14424,БП-1-10,2.0
689,14424,КВС-45-1,1.0
690,14424,КВС-5-1,2.0
691,14424,СРЖ-3-1,2.0
692,14424,ТНН-1-1,2.0
693,14424,ТС-64-1,1.0
694,14424,ТС-88-1,1.0
695,14424,ТТД-3-1,5.0
696,14424,ТТДИ-3-1,2.0
697,14424,ТТДИ-7-1,3.0
698,14424,БГЛ-21-1,2.0
699,14424,БГЛ-3-1,4.0
700,14424,БХ-30-4,2.0
701,14424,БХ-30-6,2.0
702,14424,ПВ50-4-1,3.0
703,14424,СОД-2-1,10.0
704,14424,СОД-4-4,4.0
705,14424,СП-275-1,4.0
706,14424,СС-42-1,4.0
707,14424,ТК-1-15,1.0
708,14424,ТК-1-17,1.0
709,14424,ТК-1-8,1.0
710,14424,ТКН-14-1,1.0
711,14424,ТКН-26-1,1.0
712,14424,ХБ-272-1,2.0
713,14424,ХБ-538-1,2.0
714,14424,ХВ-187-1,2.0
715,14424,ХВ-321-2,2.0
716,14426,АО-8-18,7.0
717,14426,АО-8-29,7.0
718,14426,АО-9-11,7.0
719,14426,КЛ-180-7,9.0
720,14426,КПЧ-1-3,8.0
721,14426,КПЧ-1-32,10.0
722,14426,КПЧ-1-7,10.0
723,14426,ЛН-40-20,6.0
724,14426,ПШО-7-18,7.0
725,14426,ПШО-7-34,7.0
726,14426,ПШО-7-48,7.0
727,14426,ПШО-7-58,7.0
728,14426,ПШО-7-65,7.0
729,14426,ПШТ-336-1,6.0
730,14426,ТВ-63-1,6.0
731,14426,ТВ-74-1,4.0
732,14426,ШО-37-12,7.0
733,14426,ШО-37-25,7.0
734,14431,АП-69-10,6.0
735,14431,АП-69-14,6.0
736,14431,ВПП-182-1,6.0
737,14431,ДЖО-10-13,6.0
738,14431,ДЖО-10-16,10.0
739,14431,ДЖО-10-18,6.0
740,14431,ДЖО-10-22,6.0
741,14431,ДЖО-10-5,6.0
742,14431,ДЖО-10-6,6.0
743,14431,ККЛ-75-1,10.0
744,14431,ККЛ-76-1,10.0
745,14431,КО-92-1,6.0
746,14431,КО-92-2,6.0
747,14431,КО-92-3,6.0
748,14431,ПБ-64-1,6.0
749,14431,ТДО-6-21,6.0
750,14431,ТДО-6-44,6.0
751,14431,ТО-11-28,10.0
752,14431,ТО-11-6,10.0
753,14442,АО-12-5,3.0
754,14442,АО-12-6,3.0
755,14442,АО-6-15,3.0
756,14442,АО-6-19,3.0
757,14442,АО-8-73,3.0
758,14442,АП-85-1,3.0
759,14442,АП-85-2,3.0
760,14442,ВЕЛ-12-1,1.0
761,14442,ВЕЛ-12-11,1.0
762,14442,ВЕЛ-12-12,1.0
763,14442,ВЕЛ-12-15,1.0
764,14442,ВЕЛ-12-2,1.0
765,14442,ВЕЛ-12-3,1.0
766,14442,ДЖО-10-15,3.0
767,14442,ДЖО-10-16,4.0
768,14442,ДЖО-10-24,3.0
769,14442,ДЖО-10-5,1.0
770,14442,ЖКК-20-1,3.0
771,14442,ЖКК-28-1,3.0
772,14442,ЖКК-30-14,3.0
773,14442,ЖКК-30-16,3.0
774,14442,ЖКК-30-2,5.0
775,14442,ЖКК-30-9,2.0
776,14442,КД-10-1,9.0
777,14442,КД-5-1,9.0
778,14442,КД-9-1,9.0
779,14442,КЖА-27-4,3.0
780,14442,КЖА-27-5,3.0
781,14442,КЖА-27-6,3.0
782,14442,КО-22-10,3.0
783,14442,КО-22-33,3.0
784,14442,КО-22-34,3.0
785,14442,КО-80-1,3.0
786,14442,КО-87-1,3.0
787,14442,КО-87-2,3.0
788,14442,КО-87-3,3.0
789,14442,КО-90-1,3.0
790,14442,КО-90-12,3.0
791,14442,КО-92-1,3.0
792,14442,КО-92-2,3.0
